t,acc
42.89399999999978,8.712418
42.90361538461502,8.724478
42.91323076923072,8.784774
42.92284615384597,8.831584
42.93246153846121,8.880131
42.94207692307691,8.990021
42.951692307692156,9.036348
42.9613076923074,8.93841
42.9699999999998,8.872876
42.979615384615045,8.735794
42.989230769230744,8.774779
42.99884615384599,8.658641
43.00846153846123,8.502666
43.01807692307693,8.481804
43.02769230769218,8.531152
43.03730769230742,8.659747
43.04599999999982,8.821975
43.055615384615066,8.746434
43.065230769230766,8.629068
43.07484615384601,8.592533
43.084461538461255,8.611114
43.094076923076955,8.617039
43.1036923076922,8.519688
43.113307692307444,8.543214
43.121999999999844,8.650699
